new_id,fid,score
233,56,6.0
238,56,3.0
239,56,5.0
246,56,6.0
255,56,6.0
259,56,2.0
261,56,6.0
268,56,6.0
281,56,2.0
282,56,5.0
283,56,6.0
287,56,3.0
288,56,6.0
293,56,3.0
296,56,6.0
303,56,3.0
307,56,6.0
318,56,4.0
323,56,6.0
337,56,5.0
340,56,5.0
364,56,3.0
368,56,6.0
373,56,3.0
386,56,5.0
393,56,6.0
394,56,6.0
404,56,6.0
412,56,6.0
422,56,6.0
425,56,5.0
427,56,6.0
429,56,6.0
470,56,5.0
473,56,6.0
479,56,6.0
487,56,4.0
488,56,3.0
491,56,2.0
493,56,4.0
496,56,5.0
500,56,1.0
503,56,5.0
506,56,6.0
508,56,5.0
511,56,4.0
518,56,5.0
519,56,5.0
521,56,6.0
533,56,3.0
542,56,5.0
547,56,6.0
556,56,4.0
564,56,6.0
565,56,5.0
570,56,6.0
571,56,6.0
591,56,5.0
607,56,4.0
609,56,5.0
611,56,3.0
612,56,3.0
616,56,6.0
619,56,6.0
634,56,4.0
636,56,6.0
653,56,6.0
669,56,6.0
679,56,3.0
690,56,5.0
698,56,4.0
700,56,2.0
714,56,5.0
722,56,5.0
725,56,6.0
728,56,4.0
742,56,6.0
747,56,6.0
748,56,5.0
750,56,2.0
752,56,6.0
780,56,6.0
784,56,4.0
792,56,5.0
810,56,6.0
859,56,6.0
861,56,6.0
873,56,5.0
880,56,2.0
883,56,6.0
907,56,5.0
908,56,2.0
913,56,6.0
920,56,6.0
925,56,5.0
926,56,4.0
928,56,6.0
940,56,5.0
990,56,6.0
993,56,2.0
998,56,5.0
1007,56,5.0
1015,56,6.0
1028,56,2.0
1032,56,5.0
1037,56,5.0
1040,56,6.0
1041,56,5.0
1046,56,6.0
1088,56,3.0
1100,56,5.0
1102,56,6.0
1107,56,6.0
1108,56,4.0
1109,56,4.0
1113,56,6.0
1114,56,6.0
1119,56,4.0
1120,56,6.0
1123,56,6.0
1146,56,6.0
1150,56,6.0
1160,56,5.0
1161,56,4.0
1163,56,6.0
1175,56,5.0
1181,56,6.0
1194,56,4.0
1222,56,5.0
1223,56,6.0
1229,56,6.0
1241,56,6.0
1246,56,5.0
1258,56,2.0
1273,56,5.0
1277,56,2.0
1288,56,6.0
1295,56,5.0
1313,56,6.0
1327,56,2.0
1332,56,6.0
1354,56,6.0
1364,56,6.0
1373,56,5.0
1376,56,6.0
1416,56,3.0
1465,56,5.0
1527,56,6.0
1540,56,5.0
1549,56,6.0
1570,56,3.0
1572,56,1.0
1573,56,5.0
1577,56,3.0
1585,56,4.0
1587,56,4.0
1592,56,2.0
1600,56,5.0
1603,56,5.0
1616,56,6.0
1642,56,6.0
1677,56,6.0
1688,56,2.0
1690,56,6.0
1696,56,4.0
1835,56,6.0
1879,56,5.0
1892,56,6.0
10,57,2.0
13,57,6.0
16,57,5.0
22,57,6.0
23,57,6.0
24,57,5.0
36,57,2.0
38,57,3.0
43,57,4.0
44,57,2.0
45,57,4.0
50,57,6.0
51,57,3.0
58,57,5.0
59,57,5.0
60,57,5.0
64,57,3.0
68,57,5.0
69,57,6.0
79,57,6.0
91,57,4.0
102,57,3.0
103,57,3.0
106,57,3.0
109,57,6.0
110,57,3.0
113,57,5.0
116,57,6.0
117,57,4.0
119,57,6.0
135,57,5.0
139,57,6.0
141,57,5.0
142,57,4.0
145,57,5.0
156,57,4.0
164,57,4.0
166,57,5.0
172,57,6.0
174,57,3.0
189,57,3.0
191,57,4.0
199,57,5.0
202,57,4.0
204,57,5.0
206,57,4.0
207,57,5.0
216,57,4.0
219,57,4.0
233,57,5.0
236,57,4.0
239,57,5.0
245,57,5.0
248,57,5.0
253,57,2.0
257,57,5.0
268,57,3.0
277,57,3.0
282,57,4.0
283,57,2.0
288,57,2.0
292,57,5.0
296,57,5.0
305,57,4.0
306,57,5.0
312,57,5.0
313,57,5.0
314,57,6.0
317,57,4.0
318,57,2.0
337,57,5.0
343,57,6.0
344,57,6.0
367,57,5.0
371,57,6.0
381,57,3.0
386,57,5.0
390,57,3.0
393,57,5.0
404,57,5.0
425,57,1.0
429,57,6.0
444,57,3.0
448,57,2.0
450,57,2.0
451,57,2.0
452,57,1.0
465,57,2.0
469,57,4.0
470,57,2.0
481,57,4.0
501,57,5.0
508,57,3.0
513,57,4.0
517,57,3.0
518,57,2.0
533,57,2.0
547,57,4.0
556,57,2.0
560,57,5.0
564,57,4.0
570,57,3.0
571,57,6.0
576,57,4.0
583,57,5.0
598,57,5.0
613,57,5.0
627,57,5.0
637,57,6.0
638,57,5.0
647,57,6.0
648,57,3.0
649,57,5.0
651,57,3.0
653,57,5.0
655,57,2.0
669,57,5.0
675,57,4.0
698,57,2.0
700,57,2.0
717,57,5.0
722,57,3.0
723,57,5.0
725,57,5.0
730,57,5.0
742,57,4.0
748,57,2.0
750,57,2.0
757,57,5.0
760,57,5.0
770,57,5.0
771,57,1.0
776,57,4.0
780,57,5.0
782,57,2.0
783,57,6.0
785,57,5.0
790,57,5.0
806,57,4.0
809,57,5.0
818,57,5.0
820,57,6.0
828,57,3.0
861,57,3.0
871,57,5.0
873,57,5.0
874,57,5.0
899,57,6.0
900,57,5.0
905,57,4.0
907,57,5.0
913,57,5.0
915,57,3.0
921,57,4.0
925,57,3.0
928,57,5.0
940,57,3.0
946,57,4.0
948,57,3.0
956,57,5.0
964,57,1.0
969,57,5.0
970,57,6.0
974,57,4.0
998,57,3.0
1001,57,5.0
1013,57,4.0
1015,57,5.0
1019,57,5.0
1030,57,4.0
1037,57,3.0
1047,57,5.0
1051,57,6.0
1053,57,4.0
1057,57,4.0
1063,57,4.0
1065,57,5.0
1066,57,2.0
1067,57,4.0
1070,57,4.0
1072,57,1.0
1074,57,6.0
1076,57,6.0
1077,57,6.0
1078,57,2.0
1079,57,1.0
1084,57,5.0
1085,57,6.0
1086,57,5.0
1101,57,5.0
1102,57,4.0
1105,57,5.0
1107,57,5.0
1118,57,5.0
1120,57,2.0
1121,57,5.0
1123,57,4.0
1127,57,5.0
1134,57,4.0
1136,57,4.0
1142,57,4.0
1152,57,4.0
1155,57,5.0
1162,57,4.0
1163,57,4.0
1176,57,5.0
1189,57,6.0
1190,57,2.0
1203,57,4.0
1212,57,1.0
1214,57,3.0
1224,57,5.0
1225,57,5.0
1229,57,4.0
1231,57,5.0
1241,57,5.0
1244,57,5.0
1256,57,4.0
1269,57,5.0
1271,57,5.0
1278,57,6.0
1281,57,5.0
1294,57,5.0
1306,57,4.0
1307,57,5.0
1313,57,5.0
1319,57,4.0
1331,57,4.0
1339,57,4.0
1344,57,4.0
1351,57,5.0
1353,57,6.0
1354,57,5.0
1364,57,3.0
1365,57,3.0
1366,57,5.0
1370,57,5.0
1371,57,2.0
1383,57,4.0
1384,57,2.0
1395,57,6.0
1399,57,5.0
1402,57,5.0
1404,57,4.0
1406,57,5.0
1423,57,4.0
1424,57,3.0
1425,57,6.0
1426,57,5.0
1432,57,3.0
1434,57,2.0
1435,57,3.0
1439,57,4.0
1443,57,5.0
1445,57,5.0
1446,57,5.0
1447,57,5.0
1448,57,6.0
1449,57,5.0
1452,57,4.0
1454,57,5.0
1459,57,3.0
1461,57,5.0
1462,57,5.0
1470,57,6.0
1472,57,6.0
1476,57,1.0
1485,57,5.0
1493,57,5.0
1496,57,6.0
1500,57,4.0
1502,57,6.0
1506,57,4.0
1508,57,2.0
1511,57,5.0
1512,57,5.0
1513,57,3.0
1518,57,2.0
1522,57,3.0
1525,57,3.0
1526,57,3.0
1528,57,5.0
1531,57,3.0
1534,57,4.0
1535,57,5.0
1538,57,5.0
1548,57,5.0
1552,57,3.0
1557,57,5.0
1560,57,4.0
1567,57,5.0
1573,57,3.0
1575,57,5.0
1576,57,2.0
1578,57,3.0
1581,57,4.0
1584,57,3.0
1585,57,1.0
1587,57,3.0
1600,57,4.0
1603,57,4.0
1608,57,6.0
1614,57,5.0
1616,57,3.0
1627,57,5.0
1633,57,1.0
1634,57,4.0
1637,57,4.0
1638,57,4.0
1639,57,3.0
1645,57,3.0
1649,57,5.0
1650,57,4.0
1664,57,4.0
1672,57,3.0
1684,57,6.0
1685,57,3.0
1690,57,4.0
1691,57,4.0
1694,57,5.0
1708,57,5.0
1711,57,4.0
1714,57,5.0
1723,57,5.0
1725,57,2.0
1728,57,3.0
1738,57,5.0
1739,57,5.0
1742,57,2.0
1745,57,3.0
1749,57,4.0
1752,57,4.0
1754,57,4.0
1755,57,4.0
1762,57,6.0
1764,57,4.0
1769,57,2.0
1773,57,4.0
1777,57,3.0
1784,57,3.0
1790,57,5.0
1796,57,1.0
1803,57,5.0
1806,57,5.0
1807,57,3.0
1811,57,6.0
1817,57,4.0
1821,57,3.0
1823,57,3.0
1834,57,5.0
1841,57,5.0
1849,57,4.0
1855,57,5.0
1858,57,6.0
1873,57,3.0
1875,57,1.0
1876,57,4.0
1879,57,5.0
1883,57,3.0
1888,57,6.0
1893,57,3.0
1898,57,6.0
1902,57,4.0
1906,57,4.0
1916,57,2.0
1919,57,6.0
1921,57,5.0
1939,57,5.0
1940,57,4.0
1941,57,5.0
1946,57,3.0
1948,57,4.0
16,58,5.0
27,58,2.0
40,58,6.0
41,58,1.0
58,58,4.0
86,58,2.0
88,58,5.0
94,58,5.0
95,58,3.0
103,58,2.0
106,58,5.0
110,58,5.0
117,58,1.0
123,58,3.0
153,58,4.0
156,58,5.0
163,58,2.0
164,58,4.0
172,58,2.0
188,58,4.0
234,58,1.0
239,58,3.0
246,58,4.0
248,58,4.0
261,58,3.0
266,58,1.0
270,58,5.0
282,58,5.0
283,58,4.0
288,58,6.0
292,58,4.0
294,58,5.0
296,58,5.0
307,58,5.0
312,58,4.0
317,58,5.0
319,58,4.0
321,58,5.0
337,58,5.0
338,58,4.0
367,58,4.0
371,58,6.0
376,58,3.0
381,58,5.0
382,58,6.0
383,58,5.0
386,58,5.0
393,58,5.0
397,58,2.0
412,58,5.0
429,58,5.0
433,58,3.0
501,58,5.0
518,58,2.0
521,58,5.0
547,58,5.0
556,58,4.0
563,58,6.0
564,58,5.0
565,58,2.0
568,58,5.0
571,58,5.0
583,58,5.0
613,58,6.0
616,58,5.0
619,58,5.0
627,58,5.0
653,58,5.0
655,58,5.0
669,58,5.0
675,58,3.0
700,58,2.0
722,58,2.0
723,58,4.0
728,58,5.0
742,58,6.0
748,58,2.0
750,58,1.0
760,58,5.0
785,58,6.0
802,58,6.0
809,58,5.0
817,58,6.0
862,58,6.0
866,58,5.0
884,58,2.0
900,58,5.0
903,58,4.0
905,58,5.0
907,58,3.0
913,58,6.0
920,58,5.0
921,58,5.0
925,58,4.0
928,58,5.0
940,58,4.0
942,58,5.0
945,58,5.0
946,58,6.0
969,58,5.0
970,58,6.0
996,58,6.0
998,58,3.0
1007,58,1.0
1013,58,5.0
1037,58,4.0
1051,58,6.0
1089,58,6.0
1102,58,5.0
1104,58,5.0
1107,58,5.0
1118,58,5.0
1120,58,2.0
1127,58,5.0
1134,58,4.0
1142,58,5.0
1163,58,4.0
1187,58,5.0
1207,58,4.0
1212,58,6.0
1229,58,5.0
1241,58,5.0
1248,58,4.0
1269,58,5.0
1274,58,6.0
1288,58,4.0
1294,58,6.0
1307,58,5.0
1310,58,6.0
1311,58,5.0
1331,58,5.0
1332,58,4.0
1333,58,5.0
1344,58,5.0
1354,58,5.0
1364,58,5.0
1365,58,3.0
1371,58,4.0
1376,58,4.0
1383,58,4.0
1394,58,6.0
1406,58,4.0
1412,58,4.0
1432,58,4.0
1441,58,6.0
1443,58,4.0
1445,58,5.0
1452,58,6.0
1461,58,5.0
1472,58,6.0
1481,58,5.0
1487,58,5.0
1494,58,2.0
1508,58,3.0
1511,58,3.0
1526,58,4.0
1527,58,5.0
1533,58,2.0
1538,58,2.0
1548,58,5.0
1549,58,5.0
1552,58,2.0
1560,58,2.0
1567,58,5.0
1578,58,1.0
1582,58,5.0
1590,58,1.0
1594,58,4.0
1600,58,3.0
1601,58,4.0
1614,58,5.0
1616,58,3.0
1631,58,5.0
1634,58,4.0
1642,58,5.0
1652,58,5.0
1654,58,5.0
1672,58,3.0
1685,58,4.0
1696,58,2.0
1700,58,1.0
1704,58,4.0
1712,58,5.0
1713,58,4.0
1719,58,4.0
1722,58,5.0
1724,58,5.0
1728,58,5.0
1729,58,5.0
1738,58,6.0
1752,58,4.0
1755,58,4.0
1756,58,5.0
1757,58,4.0
1771,58,5.0
1774,58,3.0
1822,58,5.0
1824,58,4.0
1847,58,6.0
1855,58,5.0
1858,58,6.0
1869,58,5.0
1872,58,3.0
1883,58,6.0
1885,58,3.0
1910,58,5.0
1916,58,5.0
1935,58,6.0
1938,58,5.0
1946,58,6.0
1948,58,5.0
10,59,4.0
14,59,5.0
16,59,6.0
38,59,4.0
41,59,5.0
49,59,1.0
61,59,6.0
94,59,4.0
103,59,3.0
117,59,5.0
135,59,6.0
146,59,4.0
151,59,3.0
219,59,3.0
234,59,2.0
246,59,5.0
261,59,5.0
263,59,5.0
282,59,6.0
283,59,5.0
285,59,2.0
288,59,6.0
296,59,5.0
307,59,5.0
313,59,4.0
317,59,5.0
319,59,5.0
337,59,6.0
367,59,6.0
371,59,6.0
377,59,6.0
381,59,6.0
386,59,6.0
393,59,5.0
412,59,6.0
429,59,6.0
433,59,3.0
443,59,3.0
444,59,3.0
470,59,3.0
497,59,5.0
517,59,2.0
518,59,4.0
533,59,2.0
547,59,6.0
556,59,4.0
558,59,2.0
564,59,5.0
570,59,6.0
571,59,5.0
576,59,5.0
582,59,6.0
598,59,5.0
616,59,5.0
619,59,6.0
653,59,5.0
655,59,4.0
662,59,5.0
675,59,3.0
700,59,3.0
717,59,5.0
723,59,4.0
728,59,6.0
730,59,6.0
742,59,6.0
748,59,4.0
750,59,2.0
752,59,5.0
754,59,6.0
760,59,6.0
768,59,6.0
770,59,5.0
771,59,4.0
776,59,6.0
809,59,5.0
871,59,5.0
873,59,4.0
905,59,5.0
907,59,5.0
920,59,5.0
928,59,6.0
940,59,6.0
945,59,5.0
998,59,4.0
1013,59,5.0
1037,59,2.0
1097,59,6.0
1104,59,5.0
1107,59,5.0
1120,59,3.0
1127,59,6.0
1141,59,5.0
1142,59,5.0
1163,59,5.0
1206,59,6.0
1209,59,6.0
1211,59,6.0
1248,59,3.0
1255,59,4.0
1307,59,5.0
1317,59,4.0
1331,59,5.0
1347,59,2.0
1383,59,5.0
1390,59,5.0
1423,59,6.0
1443,59,6.0
1445,59,6.0
1487,59,6.0
1508,59,6.0
1526,59,3.0
1527,59,6.0
1548,59,6.0
1549,59,6.0
1563,59,4.0
1575,59,1.0
1581,59,3.0
1590,59,2.0
1614,59,5.0
1616,59,4.0
1638,59,4.0
1663,59,5.0
1696,59,1.0
1704,59,5.0
1713,59,5.0
1722,59,5.0
1728,59,5.0
1742,59,4.0
1752,59,5.0
1773,59,4.0
1805,59,4.0
1852,59,6.0
1951,59,5.0
10,60,6.0
38,60,2.0
60,60,5.0
69,60,5.0
95,60,4.0
103,60,2.0
151,60,3.0
153,60,5.0
156,60,5.0
172,60,6.0
234,60,3.0
235,60,3.0
239,60,4.0
248,60,4.0
249,60,4.0
255,60,6.0
285,60,2.0
296,60,6.0
307,60,6.0
312,60,6.0
318,60,1.0
343,60,4.0
367,60,5.0
381,60,6.0
384,60,6.0
386,60,5.0
393,60,6.0
412,60,6.0
423,60,5.0
426,60,5.0
429,60,6.0
433,60,4.0
443,60,3.0
444,60,2.0
470,60,2.0
488,60,3.0
497,60,5.0
501,60,5.0
517,60,2.0
518,60,4.0
521,60,5.0
556,60,5.0
560,60,6.0
564,60,6.0
570,60,6.0
571,60,6.0
626,60,3.0
653,60,5.0
662,60,5.0
675,60,3.0
684,60,1.0
700,60,3.0
722,60,5.0
723,60,4.0
728,60,5.0
730,60,5.0
733,60,4.0
742,60,6.0
750,60,2.0
752,60,6.0
760,60,6.0
761,60,5.0
770,60,3.0
771,60,5.0
809,60,5.0
828,60,3.0
845,60,6.0
863,60,5.0
871,60,5.0
873,60,4.0
887,60,3.0
900,60,5.0
907,60,4.0
924,60,6.0
928,60,6.0
932,60,6.0
940,60,5.0
979,60,4.0
998,60,4.0
1007,60,2.0
1015,60,6.0
1037,60,2.0
1048,60,6.0
1051,60,6.0
1107,60,6.0
1134,60,4.0
1163,60,5.0
1197,60,4.0
1218,60,6.0
1288,60,5.0
1307,60,5.0
1310,60,6.0
1318,60,3.0
1344,60,5.0
1354,60,5.0
1376,60,5.0
1383,60,5.0
1443,60,5.0
1461,60,5.0
1487,60,5.0
1494,60,4.0
1506,60,4.0
1511,60,3.0
1525,60,6.0
1527,60,5.0
1549,60,6.0
1563,60,5.0
1570,60,1.0
1575,60,3.0
1578,60,3.0
1581,60,4.0
1584,60,5.0
1585,60,2.0
1590,60,3.0
1600,60,6.0
1614,60,5.0
1616,60,5.0
1638,60,3.0
1652,60,6.0
1677,60,5.0
1678,60,6.0
1696,60,2.0
1704,60,5.0
1738,60,6.0
1769,60,4.0
1780,60,5.0
1872,60,4.0
1873,60,5.0
1927,60,6.0
10,61,4.0
27,61,6.0
38,61,2.0
41,61,1.0
43,61,5.0
68,61,3.0
94,61,4.0
103,61,2.0
156,61,5.0
205,61,4.0
206,61,3.0
239,61,4.0
246,61,5.0
249,61,5.0
261,61,5.0
285,61,2.0
296,61,5.0
318,61,3.0
343,61,5.0
353,61,2.0
354,61,5.0
367,61,5.0
381,61,6.0
386,61,5.0
390,61,6.0
404,61,5.0
412,61,6.0
433,61,4.0
465,61,3.0
470,61,1.0
473,61,5.0
501,61,5.0
508,61,3.0
517,61,2.0
518,61,3.0
533,61,1.0
556,61,5.0
560,61,6.0
564,61,6.0
569,61,6.0
570,61,6.0
571,61,5.0
598,61,5.0
627,61,6.0
662,61,4.0
675,61,5.0
700,61,2.0
707,61,5.0
726,61,5.0
728,61,6.0
730,61,6.0
742,61,6.0
749,61,5.0
752,61,5.0
760,61,6.0
770,61,3.0
771,61,4.0
776,61,6.0
809,61,5.0
860,61,6.0
871,61,6.0
883,61,4.0
885,61,6.0
905,61,5.0
907,61,3.0
911,61,6.0
920,61,5.0
925,61,5.0
928,61,5.0
940,61,5.0
954,61,5.0
998,61,3.0
1013,61,6.0
1015,61,5.0
1037,61,3.0
1097,61,6.0
1107,61,5.0
1134,61,5.0
1156,61,5.0
1189,61,5.0
1224,61,5.0
1255,61,3.0
1288,61,5.0
1301,61,5.0
1304,61,6.0
1319,61,5.0
1344,61,5.0
1354,61,4.0
1358,61,6.0
1365,61,5.0
1376,61,5.0
1378,61,4.0
1383,61,5.0
1417,61,4.0
1420,61,6.0
1443,61,5.0
1445,61,6.0
1449,61,6.0
1461,61,6.0
1508,61,5.0
1527,61,5.0
1549,61,6.0
1575,61,5.0
1581,61,5.0
1584,61,4.0
1593,61,5.0
1616,61,4.0
1631,61,6.0
1638,61,4.0
1696,61,1.0
1704,61,5.0
1738,61,6.0
1747,61,6.0
1780,61,5.0
1800,61,6.0
1801,61,4.0
1841,61,6.0
1852,61,6.0
1879,61,5.0
16,62,2.0
36,62,2.0
38,62,2.0
41,62,1.0
43,62,4.0
49,62,6.0
58,62,6.0
65,62,6.0
69,62,6.0
70,62,6.0
71,62,6.0
86,62,6.0
88,62,5.0
89,62,3.0
94,62,6.0
102,62,4.0
103,62,6.0
135,62,6.0
136,62,6.0
141,62,6.0
145,62,6.0
151,62,5.0
153,62,2.0
156,62,6.0
166,62,6.0
168,62,5.0
186,62,5.0
201,62,6.0
204,62,4.0
212,62,5.0
233,62,6.0
234,62,6.0
236,62,5.0
239,62,2.0
246,62,5.0
255,62,6.0
256,62,4.0
261,62,6.0
265,62,6.0
268,62,6.0
282,62,6.0
283,62,6.0
288,62,6.0
292,62,6.0
296,62,6.0
305,62,6.0
307,62,5.0
312,62,6.0
317,62,5.0
318,62,5.0
323,62,5.0
337,62,3.0
338,62,6.0
343,62,2.0
367,62,6.0
368,62,6.0
371,62,5.0
386,62,5.0
390,62,6.0
393,62,6.0
404,62,6.0
425,62,6.0
429,62,5.0
443,62,6.0
456,62,4.0
470,62,3.0
474,62,5.0
482,62,2.0
501,62,6.0
508,62,6.0
513,62,6.0
517,62,5.0
518,62,4.0
521,62,3.0
547,62,6.0
556,62,3.0
560,62,6.0
564,62,4.0
570,62,6.0
571,62,6.0
576,62,6.0
598,62,3.0
606,62,6.0
636,62,6.0
649,62,5.0
651,62,5.0
653,62,5.0
654,62,5.0
655,62,6.0
669,62,6.0
675,62,6.0
692,62,6.0
698,62,5.0
700,62,2.0
722,62,5.0
723,62,6.0
727,62,4.0
728,62,6.0
731,62,6.0
747,62,5.0
750,62,3.0
752,62,5.0
771,62,5.0
776,62,6.0
780,62,6.0
790,62,6.0
797,62,6.0
806,62,6.0
807,62,6.0
809,62,5.0
858,62,6.0
859,62,5.0
872,62,6.0
873,62,4.0
885,62,6.0
894,62,6.0
905,62,6.0
906,62,6.0
907,62,6.0
915,62,6.0
920,62,5.0
921,62,5.0
929,62,4.0
940,62,4.0
945,62,5.0
946,62,6.0
956,62,6.0
969,62,6.0
985,62,6.0
991,62,6.0
994,62,1.0
998,62,5.0
1002,62,6.0
1013,62,5.0
1015,62,5.0
1019,62,6.0
1037,62,6.0
1047,62,6.0
1053,62,5.0
1063,62,5.0
1064,62,5.0
1065,62,6.0
1102,62,3.0
1107,62,6.0
1110,62,6.0
1112,62,6.0
1116,62,5.0
1118,62,6.0
1120,62,4.0
1121,62,5.0
1122,62,6.0
1123,62,6.0
1129,62,5.0
1134,62,6.0
1136,62,6.0
1141,62,5.0
1142,62,6.0
1147,62,6.0
1156,62,6.0
1162,62,5.0
1163,62,6.0
1184,62,6.0
1189,62,6.0
1190,62,1.0
1196,62,6.0
1203,62,4.0
1209,62,6.0
1212,62,5.0
1224,62,5.0
1225,62,5.0
1229,62,6.0
1234,62,6.0
1241,62,5.0
1256,62,5.0
1258,62,4.0
1260,62,6.0
1269,62,4.0
1286,62,4.0
1288,62,5.0
1295,62,3.0
1304,62,6.0
1307,62,6.0
1319,62,5.0
1325,62,5.0
1333,62,5.0
1339,62,5.0
1340,62,6.0
1354,62,6.0
1364,62,3.0
1365,62,4.0
1370,62,6.0
1371,62,4.0
1378,62,3.0
1383,62,6.0
1420,62,3.0
1443,62,6.0
1447,62,3.0
1448,62,6.0
1449,62,4.0
1457,62,6.0
1472,62,6.0
1487,62,6.0
1494,62,6.0
1508,62,4.0
1511,62,6.0
1515,62,3.0
1521,62,4.0
1526,62,3.0
1527,62,4.0
1530,62,3.0
1531,62,5.0
1548,62,6.0
1549,62,5.0
1567,62,5.0
1570,62,3.0
1575,62,5.0
1577,62,2.0
1578,62,5.0
1580,62,6.0
1581,62,6.0
1582,62,6.0
1584,62,6.0
1585,62,2.0
1593,62,6.0
1594,62,6.0
1600,62,6.0
1601,62,3.0
1607,62,6.0
1614,62,6.0
1616,62,2.0
1625,62,4.0
1636,62,6.0
1638,62,6.0
1652,62,5.0
1677,62,6.0
1685,62,4.0
1690,62,3.0
1696,62,2.0
1704,62,3.0
1714,62,6.0
1715,62,6.0
1729,62,4.0
1738,62,4.0
1745,62,3.0
1751,62,4.0
1754,62,6.0
1756,62,6.0
1771,62,4.0
1784,62,6.0
1790,62,4.0
1800,62,4.0
1807,62,4.0
1824,62,5.0
1849,62,5.0
1852,62,5.0
1855,62,4.0
1858,62,6.0
1873,62,5.0
1879,62,5.0
1887,62,6.0
1916,62,3.0
1921,62,4.0
1922,62,5.0
1951,62,3.0
1,63,6.0
10,63,2.0
16,63,6.0
24,63,4.0
36,63,4.0
37,63,2.0
38,63,3.0
40,63,6.0
41,63,1.0
49,63,5.0
58,63,5.0
60,63,4.0
69,63,5.0
70,63,3.0
71,63,5.0
81,63,2.0
103,63,4.0
105,63,5.0
118,63,3.0
123,63,6.0
136,63,4.0
151,63,2.0
153,63,5.0
156,63,5.0
164,63,5.0
165,63,6.0
169,63,5.0
174,63,5.0
183,63,3.0
184,63,2.0
185,63,3.0
186,63,5.0
188,63,5.0
189,63,5.0
193,63,6.0
198,63,4.0
199,63,5.0
204,63,5.0
206,63,2.0
207,63,4.0
212,63,6.0
219,63,4.0
225,63,2.0
232,63,2.0
233,63,5.0
234,63,4.0
235,63,6.0
236,63,5.0
238,63,2.0
239,63,4.0
246,63,5.0
248,63,5.0
256,63,4.0
257,63,6.0
261,63,6.0
262,63,4.0
265,63,6.0
268,63,6.0
275,63,5.0
285,63,2.0
286,63,5.0
287,63,2.0
293,63,1.0
294,63,5.0
306,63,5.0
307,63,5.0
308,63,2.0
310,63,5.0
313,63,6.0
317,63,5.0
318,63,3.0
323,63,5.0
333,63,2.0
334,63,5.0
337,63,5.0
340,63,2.0
356,63,6.0
364,63,2.0
367,63,5.0
371,63,5.0
381,63,5.0
382,63,5.0
383,63,5.0
384,63,5.0
386,63,5.0
390,63,4.0
393,63,5.0
400,63,6.0
404,63,5.0
411,63,5.0
412,63,5.0
415,63,5.0
423,63,6.0
426,63,5.0
429,63,5.0
433,63,5.0
441,63,5.0
443,63,3.0
444,63,3.0
447,63,5.0
450,63,3.0
451,63,3.0
470,63,4.0
473,63,4.0
478,63,4.0
487,63,3.0
489,63,2.0
490,63,2.0
491,63,2.0
496,63,4.0
501,63,4.0
508,63,3.0
513,63,5.0
517,63,5.0
518,63,3.0
520,63,3.0
521,63,5.0
547,63,5.0
556,63,4.0
560,63,5.0
562,63,6.0
564,63,5.0
565,63,4.0
567,63,2.0
568,63,5.0
570,63,5.0
571,63,6.0
582,63,5.0
588,63,2.0
591,63,3.0
598,63,5.0
611,63,2.0
613,63,5.0
628,63,5.0
634,63,1.0
636,63,5.0
648,63,5.0
649,63,6.0
651,63,4.0
653,63,5.0
654,63,5.0
660,63,6.0
662,63,6.0
669,63,6.0
675,63,4.0
679,63,1.0
688,63,3.0
695,63,2.0
700,63,2.0
704,63,3.0
707,63,6.0
714,63,4.0
716,63,3.0
722,63,4.0
723,63,5.0
725,63,6.0
728,63,4.0
730,63,6.0
742,63,6.0
744,63,4.0
750,63,2.0
752,63,5.0
760,63,5.0
762,63,5.0
770,63,5.0
771,63,4.0
784,63,3.0
785,63,5.0
790,63,6.0
792,63,3.0
802,63,5.0
809,63,5.0
828,63,4.0
858,63,2.0
872,63,6.0
873,63,5.0
874,63,5.0
883,63,5.0
894,63,1.0
905,63,6.0
907,63,4.0
908,63,4.0
913,63,6.0
920,63,5.0
921,63,5.0
924,63,6.0
925,63,4.0
926,63,4.0
928,63,5.0
940,63,5.0
945,63,5.0
946,63,5.0
954,63,5.0
956,63,5.0
969,63,6.0
987,63,5.0
990,63,5.0
991,63,5.0
997,63,4.0
998,63,5.0
1001,63,5.0
1002,63,5.0
1006,63,4.0
1007,63,4.0
1013,63,5.0
1017,63,5.0
1019,63,5.0
1020,63,5.0
1022,63,5.0
1028,63,1.0
1032,63,5.0
1037,63,5.0
1040,63,5.0
1041,63,5.0
1045,63,6.0
1047,63,4.0
1050,63,6.0
1053,63,2.0
1060,63,5.0
1065,63,5.0
1069,63,5.0
1088,63,3.0
1089,63,5.0
1102,63,5.0
1104,63,5.0
1105,63,6.0
1107,63,6.0
1108,63,3.0
1109,63,2.0
1110,63,5.0
1112,63,5.0
1113,63,4.0
1118,63,6.0
1119,63,3.0
1120,63,3.0
1123,63,5.0
1129,63,5.0
1134,63,4.0
1142,63,5.0
1146,63,5.0
1147,63,5.0
1150,63,5.0
1156,63,5.0
1160,63,5.0
1161,63,2.0
1162,63,5.0
1163,63,5.0
1164,63,4.0
1175,63,5.0
1181,63,4.0
1182,63,4.0
1189,63,5.0
1190,63,3.0
1194,63,4.0
1196,63,5.0
1208,63,5.0
1211,63,6.0
1212,63,5.0
1222,63,4.0
1223,63,5.0
1224,63,6.0
1229,63,3.0
